12/21/2015 15:11:26 - 150000	A	2554,1,morocc
12/22/2015 10:04:26 - 1105	L	913,1,0,0,0,0,0,anthell01
12/22/2015 10:04:27 - 1105	M	955,-1,anthell01
12/22/2015 10:04:27 - 1105	M	910,-1,anthell01
12/22/2015 10:04:27 - 1105	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:27 - 1105	L	913,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:30 - 1005	M	913,-1,anthell01
12/22/2015 10:04:31 - 1160	M	955,-1,anthell01
12/22/2015 10:04:31 - 1105	L	913,1,0,0,0,0,0,anthell01
12/22/2015 10:04:32 - 1105	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:04:32 - 1105	M	955,-1,anthell01
12/22/2015 10:04:32 - 1105	M	910,-1,anthell01
12/22/2015 10:04:32 - 1105	M	938,-1,anthell01
12/22/2015 10:04:32 - 1105	L	913,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:32 - 1105	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:33 - 1160	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:04:33 - 1160	L	910,1,0,0,0,0,0,anthell01
12/22/2015 10:04:33 - 1160	L	938,1,0,0,0,0,0,anthell01
12/22/2015 10:04:33 - 1160	L	913,1,0,0,0,0,0,anthell01
12/22/2015 10:04:33 - 1160	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:04:34 - 1160	M	955,-1,anthell01
12/22/2015 10:04:34 - 1160	M	938,-1,anthell01
12/22/2015 10:04:34 - 1160	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:34 - 1160	L	910,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:34 - 1160	L	938,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:34 - 1160	L	913,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:34 - 1160	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:38 - 1105	M	955,-1,anthell01
12/22/2015 10:04:38 - 1105	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:04:39 - 1105	M	955,-1,anthell01
12/22/2015 10:04:39 - 1105	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:39 - 1160	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:04:39 - 1160	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:04:40 - 1160	M	955,-1,anthell01
12/22/2015 10:04:40 - 1160	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:40 - 1160	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:04:41 - 1176	M	518,-1,anthell01
12/22/2015 10:04:47 - 1095	M	955,-1,anthell01
12/22/2015 10:04:47 - 1095	M	938,-1,anthell01
12/22/2015 10:04:52 - 1005	M	913,-1,anthell01
12/22/2015 10:04:54 - 1105	M	955,-1,anthell01
12/22/2015 10:04:54 - 1105	M	910,-1,anthell01
12/22/2015 10:04:56 - 1095	M	955,-1,anthell01
12/22/2015 10:04:59 - 1160	M	955,-1,anthell01
12/22/2015 10:04:59 - 1160	M	910,-1,anthell01
12/22/2015 10:04:59 - 1160	L	910,1,0,0,0,0,0,anthell01
12/22/2015 10:05:00 - 1160	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:05:01 - 1160	M	955,-1,anthell01
12/22/2015 10:05:01 - 1160	L	910,-1,0,0,0,0,0,anthell01
12/22/2015 10:05:01 - 1160	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:05:04 - 1005	M	913,-1,anthell01
12/22/2015 10:05:04 - 1005	M	507,-1,anthell01
12/22/2015 10:05:05 - 1160	L	913,1,0,0,0,0,0,anthell01
12/22/2015 10:05:06 - 1160	M	955,-1,anthell01
12/22/2015 10:05:06 - 1160	L	913,-1,0,0,0,0,0,anthell01
12/22/2015 10:06:47 - 1105	M	938,-1,anthell01
12/22/2015 10:07:10 - 1105	M	955,-1,anthell01
12/22/2015 10:07:11 - 1005	M	913,-1,anthell01
12/22/2015 10:07:14 - 1095	M	955,-1,anthell01
12/22/2015 10:07:17 - 1105	M	955,-1,anthell01
12/22/2015 10:07:17 - 1105	M	910,-1,anthell01
12/22/2015 10:07:18 - 1105	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:07:18 - 1105	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:21 - 1160	M	955,-1,anthell01
12/22/2015 10:07:24 - 1105	M	955,-1,anthell01
12/22/2015 10:07:24 - 1105	M	938,-1,anthell01
12/22/2015 10:07:28 - 1105	M	955,-1,anthell01
12/22/2015 10:07:28 - 1105	M	910,-1,anthell01
12/22/2015 10:07:29 - 1105	L	910,1,0,0,0,0,0,anthell01
12/22/2015 10:07:29 - 1105	M	955,-1,anthell01
12/22/2015 10:07:29 - 1105	M	938,-1,anthell01
12/22/2015 10:07:29 - 1105	L	910,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:31 - 1095	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:07:31 - 1095	L	938,1,0,0,0,0,0,anthell01
12/22/2015 10:07:31 - 1095	L	910,1,0,0,0,0,0,anthell01
12/22/2015 10:07:32 - 1160	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:07:33 - 1160	M	955,-1,anthell01
12/22/2015 10:07:33 - 1160	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:33 - 1095	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:07:33 - 1105	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:07:34 - 1005	M	913,-1,anthell01
12/22/2015 10:07:34 - 1005	M	507,-1,anthell01
12/22/2015 10:07:35 - 1105	L	913,1,0,0,0,0,0,anthell01
12/22/2015 10:07:35 - 1105	L	507,1,0,0,0,0,0,anthell01
12/22/2015 10:07:35 - 1105	M	955,-1,anthell01
12/22/2015 10:07:35 - 1105	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:35 - 1105	L	913,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:35 - 1105	L	507,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:36 - 1095	L	913,1,0,0,0,0,0,anthell01
12/22/2015 10:07:36 - 1095	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:07:36 - 1095	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:07:36 - 1095	L	507,1,0,0,0,0,0,anthell01
12/22/2015 10:07:37 - 1095	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:37 - 1095	L	938,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:37 - 1095	L	910,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:37 - 1095	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:37 - 1095	L	913,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:37 - 1095	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:37 - 1095	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:37 - 1095	L	507,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:42 - 1005	M	913,-1,anthell01
12/22/2015 10:07:42 - 1005	M	514,-1,anthell01
12/22/2015 10:07:42 - 1005	M	507,-1,anthell01
12/22/2015 10:07:49 - 1105	M	955,-1,anthell01
12/22/2015 10:07:49 - 1105	M	910,-1,anthell01
12/22/2015 10:07:51 - 1160	M	955,-1,anthell01
12/22/2015 10:07:51 - 1160	M	938,-1,anthell01
12/22/2015 10:07:53 - 1160	M	955,-1,anthell01
12/22/2015 10:07:57 - 1095	M	955,-1,anthell01
12/22/2015 10:07:57 - 1105	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:07:59 - 1105	M	955,-1,anthell01
12/22/2015 10:07:59 - 1105	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:07:59 - 1160	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:07:59 - 1160	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:08:00 - 1160	M	955,-1,anthell01
12/22/2015 10:08:00 - 1160	M	938,-1,anthell01
12/22/2015 10:08:00 - 1160	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:08:00 - 1160	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:08:02 - 1176	M	955,-1,anthell01
12/22/2015 10:18:42 - 1005	M	913,-1,anthell01
12/22/2015 10:18:42 - 1005	M	1105,-1,anthell01
12/22/2015 10:18:42 - 1005	M	2209,-1,anthell01
12/22/2015 10:18:42 - 1005	M	601,-1,anthell01
12/22/2015 10:18:42 - 1005	M	514,-1,anthell01
12/22/2015 10:18:42 - 1005	M	507,-1,anthell01
12/22/2015 10:18:42 - 1005	M	645,-1,anthell01
12/22/2015 10:18:42 - 1005	M	4020,-1,anthell01
12/22/2015 10:18:43 - 1176	M	993,-1,anthell01
12/22/2015 10:18:43 - 1176	M	955,-1,anthell01
12/22/2015 10:18:43 - 1176	M	911,-1,anthell01
12/22/2015 10:18:43 - 1176	M	518,-1,anthell01
12/22/2015 10:18:43 - 1176	M	526,-1,anthell01
12/22/2015 10:18:43 - 1176	M	756,-1,anthell01
12/22/2015 10:18:43 - 1176	M	4053,-1,anthell01
12/22/2015 10:18:45 - 1160	M	955,-1,anthell01
12/22/2015 10:18:45 - 1160	M	910,-1,anthell01
12/22/2015 10:18:45 - 1160	M	938,-1,anthell01
12/22/2015 10:18:45 - 1160	M	992,-1,anthell01
12/22/2015 10:18:45 - 1160	M	1001,-1,anthell01
12/22/2015 10:18:45 - 1160	M	1002,-1,anthell01
12/22/2015 10:18:45 - 1160	M	757,-1,anthell01
12/22/2015 10:18:50 - 1160	M	955,-1,anthell01
12/22/2015 10:18:50 - 1160	M	910,-1,anthell01
12/22/2015 10:18:50 - 1160	M	938,-1,anthell01
12/22/2015 10:18:50 - 1160	M	992,-1,anthell01
12/22/2015 10:18:50 - 1160	M	1001,-1,anthell01
12/22/2015 10:18:50 - 1160	M	1002,-1,anthell01
12/22/2015 10:18:50 - 1160	M	757,-1,anthell01
12/22/2015 10:18:51 - 1105	L	992,1,0,0,0,0,0,anthell01
12/22/2015 10:18:52 - 1105	L	955,1,0,0,0,0,0,anthell01
12/22/2015 10:18:52 - 1105	L	1001,1,0,0,0,0,0,anthell01
12/22/2015 10:18:52 - 1105	M	955,-1,anthell01
12/22/2015 10:18:52 - 1105	M	910,-1,anthell01
12/22/2015 10:18:52 - 1105	M	938,-1,anthell01
12/22/2015 10:18:52 - 1105	M	990,-1,anthell01
12/22/2015 10:18:52 - 1105	M	1001,-1,anthell01
12/22/2015 10:18:52 - 1105	M	1002,-1,anthell01
12/22/2015 10:18:52 - 1105	M	757,-1,anthell01
12/22/2015 10:18:52 - 1105	L	992,-1,0,0,0,0,0,anthell01
12/22/2015 10:18:52 - 1105	L	955,-1,0,0,0,0,0,anthell01
12/22/2015 10:18:52 - 1105	L	1001,-1,0,0,0,0,0,anthell01
12/22/2015 10:19:12 - 150002	A	1230,1,prontera
12/22/2015 10:19:27 - 1321	M	7064,-1,tur_dun01
12/22/2015 10:19:27 - 1321	M	1096,-1,tur_dun01
12/22/2015 10:19:27 - 1321	M	943,-1,tur_dun01
12/22/2015 10:19:27 - 1321	M	2207,-1,tur_dun01
12/22/2015 10:19:27 - 1321	M	2226,-1,tur_dun01
12/22/2015 10:19:27 - 1321	M	601,-1,tur_dun01
12/22/2015 10:19:27 - 1321	M	602,-1,tur_dun01
12/22/2015 10:19:27 - 1321	M	4178,-1,tur_dun01
12/22/2015 10:19:38 - 1316	M	967,-1,tur_dun02
12/22/2015 10:19:38 - 1316	M	7070,-1,tur_dun02
12/22/2015 10:19:38 - 1316	M	7067,-1,tur_dun02
12/22/2015 10:19:38 - 1316	M	508,-1,tur_dun02
12/22/2015 10:19:38 - 1316	M	912,-1,tur_dun02
12/22/2015 10:19:38 - 1316	M	518,-1,tur_dun02
12/22/2015 10:19:38 - 1316	M	1519,-1,tur_dun02
12/22/2015 10:19:38 - 1316	M	4220,-1,tur_dun02
12/22/2015 10:19:42 - 1319	M	967,-1,tur_dun02
12/22/2015 10:19:42 - 1319	M	7070,-1,tur_dun02
12/22/2015 10:19:42 - 1319	M	7066,-1,tur_dun02
12/22/2015 10:19:42 - 1319	M	912,-1,tur_dun02
12/22/2015 10:19:42 - 1319	M	526,-1,tur_dun02
12/22/2015 10:19:42 - 1319	M	7053,-1,tur_dun02
12/22/2015 10:19:42 - 1319	M	689,-1,tur_dun02
12/22/2015 10:19:42 - 1319	M	4319,-1,tur_dun02
12/22/2015 10:19:51 - 1314	M	967,-1,tur_dun02
12/22/2015 10:19:51 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:19:51 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:19:51 - 1314	M	507,-1,tur_dun02
12/22/2015 10:19:51 - 1314	M	912,-1,tur_dun02
12/22/2015 10:19:51 - 1314	M	522,-1,tur_dun02
12/22/2015 10:19:51 - 1314	M	605,-1,tur_dun02
12/22/2015 10:19:55 - 1314	M	967,-1,tur_dun02
12/22/2015 10:19:55 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:19:55 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:19:55 - 1314	M	507,-1,tur_dun02
12/22/2015 10:19:55 - 1314	M	912,-1,tur_dun02
12/22/2015 10:19:55 - 1314	M	522,-1,tur_dun02
12/22/2015 10:19:55 - 1314	M	605,-1,tur_dun02
12/22/2015 10:19:55 - 1314	M	4311,-1,tur_dun02
12/22/2015 10:20:02 - 1256	M	1055,-1,tur_dun02
12/22/2015 10:20:02 - 1256	M	7054,-1,tur_dun02
12/22/2015 10:20:02 - 1256	M	702,-1,tur_dun02
12/22/2015 10:20:02 - 1256	M	605,-1,tur_dun02
12/22/2015 10:20:02 - 1256	M	716,-1,tur_dun02
12/22/2015 10:20:02 - 1256	M	756,-1,tur_dun02
12/22/2015 10:20:07 - 1316	M	967,-1,tur_dun02
12/22/2015 10:20:07 - 1316	M	7070,-1,tur_dun02
12/22/2015 10:20:07 - 1316	M	7067,-1,tur_dun02
12/22/2015 10:20:07 - 1316	M	508,-1,tur_dun02
12/22/2015 10:20:07 - 1316	M	912,-1,tur_dun02
12/22/2015 10:20:07 - 1316	M	518,-1,tur_dun02
12/22/2015 10:20:07 - 1316	M	1519,-1,tur_dun02
12/22/2015 10:20:07 - 1316	M	4220,-1,tur_dun02
12/22/2015 10:20:22 - 1314	M	967,-1,tur_dun02
12/22/2015 10:20:22 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:20:22 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:20:22 - 1314	M	507,-1,tur_dun02
12/22/2015 10:20:22 - 1314	M	912,-1,tur_dun02
12/22/2015 10:20:22 - 1314	M	522,-1,tur_dun02
12/22/2015 10:20:22 - 1314	M	605,-1,tur_dun02
12/22/2015 10:20:22 - 1314	M	4311,-1,tur_dun02
12/22/2015 10:20:24 - 1256	M	1055,-1,tur_dun02
12/22/2015 10:20:24 - 1256	M	7054,-1,tur_dun02
12/22/2015 10:20:24 - 1256	M	702,-1,tur_dun02
12/22/2015 10:20:24 - 1256	M	605,-1,tur_dun02
12/22/2015 10:20:24 - 1256	M	716,-1,tur_dun02
12/22/2015 10:20:24 - 1256	M	756,-1,tur_dun02
12/22/2015 10:20:26 - 1314	M	967,-1,tur_dun02
12/22/2015 10:20:26 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:20:26 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:20:26 - 1314	M	507,-1,tur_dun02
12/22/2015 10:20:26 - 1314	M	912,-1,tur_dun02
12/22/2015 10:20:26 - 1314	M	522,-1,tur_dun02
12/22/2015 10:20:26 - 1314	M	605,-1,tur_dun02
12/22/2015 10:20:26 - 1314	M	4311,-1,tur_dun02
12/22/2015 10:20:28 - 1316	M	967,-1,tur_dun02
12/22/2015 10:20:28 - 1316	M	7070,-1,tur_dun02
12/22/2015 10:20:28 - 1316	M	7067,-1,tur_dun02
12/22/2015 10:20:28 - 1316	M	508,-1,tur_dun02
12/22/2015 10:20:28 - 1316	M	912,-1,tur_dun02
12/22/2015 10:20:28 - 1316	M	518,-1,tur_dun02
12/22/2015 10:20:28 - 1316	M	1519,-1,tur_dun02
12/22/2015 10:20:28 - 1316	M	4220,-1,tur_dun02
12/22/2015 10:20:30 - 1316	M	967,-1,tur_dun02
12/22/2015 10:20:30 - 1316	M	7070,-1,tur_dun02
12/22/2015 10:20:30 - 1316	M	7067,-1,tur_dun02
12/22/2015 10:20:30 - 1316	M	508,-1,tur_dun02
12/22/2015 10:20:30 - 1316	M	912,-1,tur_dun02
12/22/2015 10:20:30 - 1316	M	518,-1,tur_dun02
12/22/2015 10:20:30 - 1316	M	1519,-1,tur_dun02
12/22/2015 10:20:32 - 1314	M	967,-1,tur_dun02
12/22/2015 10:20:32 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:20:32 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:20:32 - 1314	M	507,-1,tur_dun02
12/22/2015 10:20:32 - 1314	M	912,-1,tur_dun02
12/22/2015 10:20:32 - 1314	M	522,-1,tur_dun02
12/22/2015 10:20:32 - 1314	M	605,-1,tur_dun02
12/22/2015 10:20:32 - 1314	M	4311,-1,tur_dun02
12/22/2015 10:20:35 - 1316	M	967,-1,tur_dun02
12/22/2015 10:20:35 - 1316	M	7070,-1,tur_dun02
12/22/2015 10:20:35 - 1316	M	7067,-1,tur_dun02
12/22/2015 10:20:35 - 1316	M	508,-1,tur_dun02
12/22/2015 10:20:35 - 1316	M	912,-1,tur_dun02
12/22/2015 10:20:35 - 1316	M	518,-1,tur_dun02
12/22/2015 10:20:35 - 1316	M	1519,-1,tur_dun02
12/22/2015 10:20:35 - 1316	M	4220,-1,tur_dun02
12/22/2015 10:20:36 - 1316	M	967,-1,tur_dun02
12/22/2015 10:20:36 - 1316	M	7070,-1,tur_dun02
12/22/2015 10:20:36 - 1316	M	7067,-1,tur_dun02
12/22/2015 10:20:36 - 1316	M	508,-1,tur_dun02
12/22/2015 10:20:36 - 1316	M	912,-1,tur_dun02
12/22/2015 10:20:36 - 1316	M	518,-1,tur_dun02
12/22/2015 10:20:36 - 1316	M	1519,-1,tur_dun02
12/22/2015 10:20:38 - 1319	M	967,-1,tur_dun02
12/22/2015 10:20:38 - 1319	M	7070,-1,tur_dun02
12/22/2015 10:20:38 - 1319	M	7066,-1,tur_dun02
12/22/2015 10:20:38 - 1319	M	912,-1,tur_dun02
12/22/2015 10:20:38 - 1319	M	526,-1,tur_dun02
12/22/2015 10:20:38 - 1319	M	7053,-1,tur_dun02
12/22/2015 10:20:38 - 1319	M	689,-1,tur_dun02
12/22/2015 10:20:44 - 1314	M	967,-1,tur_dun02
12/22/2015 10:20:44 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:20:44 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:20:44 - 1314	M	507,-1,tur_dun02
12/22/2015 10:20:44 - 1314	M	912,-1,tur_dun02
12/22/2015 10:20:44 - 1314	M	522,-1,tur_dun02
12/22/2015 10:20:44 - 1314	M	605,-1,tur_dun02
12/22/2015 10:20:47 - 1256	M	1055,-1,tur_dun02
12/22/2015 10:20:47 - 1256	M	7054,-1,tur_dun02
12/22/2015 10:20:47 - 1256	M	702,-1,tur_dun02
12/22/2015 10:20:47 - 1256	M	605,-1,tur_dun02
12/22/2015 10:20:47 - 1256	M	716,-1,tur_dun02
12/22/2015 10:20:47 - 1256	M	756,-1,tur_dun02
12/22/2015 10:20:49 - 1314	M	967,-1,tur_dun02
12/22/2015 10:20:49 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:20:49 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:20:49 - 1314	M	507,-1,tur_dun02
12/22/2015 10:20:49 - 1314	M	912,-1,tur_dun02
12/22/2015 10:20:49 - 1314	M	522,-1,tur_dun02
12/22/2015 10:20:49 - 1314	M	605,-1,tur_dun02
12/22/2015 10:20:54 - 1314	M	967,-1,tur_dun02
12/22/2015 10:20:54 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:20:54 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:20:54 - 1314	M	507,-1,tur_dun02
12/22/2015 10:20:54 - 1314	M	912,-1,tur_dun02
12/22/2015 10:20:54 - 1314	M	522,-1,tur_dun02
12/22/2015 10:20:54 - 1314	M	605,-1,tur_dun02
12/22/2015 10:20:55 - 1319	M	967,-1,tur_dun02
12/22/2015 10:20:55 - 1319	M	7070,-1,tur_dun02
12/22/2015 10:20:55 - 1319	M	7066,-1,tur_dun02
12/22/2015 10:20:55 - 1319	M	912,-1,tur_dun02
12/22/2015 10:20:55 - 1319	M	526,-1,tur_dun02
12/22/2015 10:20:55 - 1319	M	7053,-1,tur_dun02
12/22/2015 10:20:55 - 1319	M	689,-1,tur_dun02
12/22/2015 10:20:55 - 1319	M	4319,-1,tur_dun02
12/22/2015 10:20:57 - 1314	M	967,-1,tur_dun02
12/22/2015 10:20:57 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:20:57 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:20:57 - 1314	M	507,-1,tur_dun02
12/22/2015 10:20:57 - 1314	M	912,-1,tur_dun02
12/22/2015 10:20:57 - 1314	M	522,-1,tur_dun02
12/22/2015 10:20:57 - 1314	M	605,-1,tur_dun02
12/22/2015 10:20:57 - 1314	M	4311,-1,tur_dun02
12/22/2015 10:20:59 - 1316	M	967,-1,tur_dun02
12/22/2015 10:20:59 - 1316	M	7070,-1,tur_dun02
12/22/2015 10:20:59 - 1316	M	7067,-1,tur_dun02
12/22/2015 10:20:59 - 1316	M	508,-1,tur_dun02
12/22/2015 10:20:59 - 1316	M	912,-1,tur_dun02
12/22/2015 10:20:59 - 1316	M	518,-1,tur_dun02
12/22/2015 10:20:59 - 1316	M	1519,-1,tur_dun02
12/22/2015 10:20:59 - 1316	M	4220,-1,tur_dun02
12/22/2015 10:21:05 - 1316	M	967,-1,tur_dun02
12/22/2015 10:21:05 - 1316	M	7070,-1,tur_dun02
12/22/2015 10:21:05 - 1316	M	7067,-1,tur_dun02
12/22/2015 10:21:05 - 1316	M	508,-1,tur_dun02
12/22/2015 10:21:05 - 1316	M	912,-1,tur_dun02
12/22/2015 10:21:05 - 1316	M	518,-1,tur_dun02
12/22/2015 10:21:05 - 1316	M	1519,-1,tur_dun02
12/22/2015 10:21:05 - 1316	M	4220,-1,tur_dun02
12/22/2015 10:21:07 - 1314	M	967,-1,tur_dun02
12/22/2015 10:21:07 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:21:07 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:21:07 - 1314	M	507,-1,tur_dun02
12/22/2015 10:21:07 - 1314	M	912,-1,tur_dun02
12/22/2015 10:21:07 - 1314	M	522,-1,tur_dun02
12/22/2015 10:21:07 - 1314	M	605,-1,tur_dun02
12/22/2015 10:21:10 - 1314	M	967,-1,tur_dun02
12/22/2015 10:21:10 - 1314	M	7070,-1,tur_dun02
12/22/2015 10:21:10 - 1314	M	1019,-1,tur_dun02
12/22/2015 10:21:10 - 1314	M	507,-1,tur_dun02
12/22/2015 10:21:10 - 1314	M	912,-1,tur_dun02
12/22/2015 10:21:10 - 1314	M	522,-1,tur_dun02
12/22/2015 10:21:10 - 1314	M	605,-1,tur_dun02
12/22/2015 10:21:17 - 1316	M	967,-1,tur_dun02
12/22/2015 10:21:17 - 1316	M	7070,-1,tur_dun02
12/22/2015 10:21:17 - 1316	M	7067,-1,tur_dun02
12/22/2015 10:21:17 - 1316	M	508,-1,tur_dun02
12/22/2015 10:21:17 - 1316	M	912,-1,tur_dun02
12/22/2015 10:21:17 - 1316	M	518,-1,tur_dun02
12/22/2015 10:21:17 - 1316	M	1519,-1,tur_dun02
12/22/2015 10:21:17 - 1316	M	4220,-1,tur_dun02
12/22/2015 10:21:18 - 1256	M	1055,-1,tur_dun02
12/22/2015 10:21:18 - 1256	M	7054,-1,tur_dun02
12/22/2015 10:21:18 - 1256	M	702,-1,tur_dun02
